predicate,predicate_embedding_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
airports.t0.iso_country == CA,200,0.285964131,0.256527722,0.2773045,0.279948145,0.303518265,0.254086375,0.254412472,0.297097266,0.263937801,0.263510257,0.343448877,0.289100438,0.245608032,0.315757215,0.292266876,0.327254564,0.257301271,0.264666945,0.280184001,0.265930504,0.256102204,0.280792564,0.324385822,0.306057572,0.301245242,0.264808059,0.267466128,0.298072278,0.267842174,0.265191883,0.286166757,0.26895991,0.313480258,0.26423192,0.280606359,0.314431578,0.346552134,0.267216325,0.287839621,0.285399675,0.249864623,0.298680812,0.296440542,0.254726559,0.26786077,0.276856452,0.263260007,0.272033244,0.25368917,0.304218054,0.271492779,0.28184101,0.263846904,0.272048861,0.257226288,0.289194196,0.290564775,0.298526794,0.288084805,0.276086211,0.311696231,0.317574412,0.300960988,0.286511451,0.274440676,0.273834437,0.295434177,0.262851238,0.263212234,0.306481689,0.294273615,0.295034826,0.312627494,0.270100117,0.270258874,0.303039759,0.296791703,0.286317199,0.287863016,0.27872476,0.275450706,0.25729841,0.307876557,0.26592508,0.307769656,0.315162808,0.253655702,0.267336071,0.3015683,0.30903855,0.27406922,0.310480267,0.322762877,0.247268051,0.284651279,0.296018928,0.300012469,0.280468971,0.270346671,0.28231293,0.29151696,0.280620784,0.292757988,0.285274416,0.251090378,0.25570786,0.2727319,0.297980905,0.286487192,0.240761861,0.272047579,0.263452917,0.281701595,0.240745291,0.337010175,0.30477047,0.252471298,0.339541107,0.213632032,0.271503359,0.358068407,0.254524916,0.310435802,0.328061879,0.262553364,0.264579803,0.284290701,0.250451326,0.29370141,0.28487125,0.306776524,0.284379661,0.289859742,0.289013594,0.268584043,0.271061897,0.277406424,0.265145004,0.232611388,0.294974208,0.307276666,0.318911105,0.312912792,0.299173713,0.270857275,0.237416968,0.272265106,0.279325485,0.275735199,0.242606848,0.291713148,0.302412897,0.320553839,0.308011144,0.263692796,0.26946786,0.300464213,0.263771445,0.318752706,0.292697877,0.302720517,0.296298176,0.289102763,0.250039518,0.272395343,0.302315295,0.286383688,0.27664578,0.251370907,0.340149194,0.274981409,0.254505724,0.302378893,0.251206279,0.299296141,0.30984211,0.33990097,0.29320541,0.290754467,0.254781991,0.289297462,0.276572138,0.267023683,0.250947624,0.291794449,0.277376831,0.276456565,0.286173105,0.265057266,0.2564888,0.281419307,0.292255402,0.275336862,0.274636477,0.256469995,0.393735856,0.291239262,0.278567523,0.272630125,0.303997695
airports.t0.continent == SA,200,0.282521248,0.275512069,0.29360193,0.301295608,0.32405895,0.277446181,0.255694807,0.292208314,0.281921595,0.297019094,0.307561338,0.302740663,0.267038971,0.285284907,0.299888283,0.29090187,0.248267889,0.279665977,0.2863006,0.256164461,0.254786372,0.272627831,0.322728246,0.289630979,0.315596968,0.280763149,0.276913315,0.314032942,0.264444768,0.276673079,0.295680493,0.265325814,0.31091696,0.272274524,0.255323023,0.295703799,0.324074328,0.27267316,0.281423062,0.288279265,0.275445223,0.300213754,0.286663532,0.266377717,0.246306881,0.275750279,0.2985816,0.28819415,0.268493265,0.318267196,0.229341581,0.2938371,0.275022745,0.257559747,0.264569461,0.281118006,0.293522328,0.295112252,0.351394385,0.298278004,0.316768169,0.357440919,0.322982967,0.294928253,0.287315428,0.265748978,0.290678412,0.234792843,0.26610896,0.301268965,0.326515198,0.291527301,0.305637479,0.250571847,0.251187593,0.292455614,0.286442548,0.288617581,0.293760628,0.264555365,0.270062029,0.296904266,0.283458292,0.261072248,0.307217658,0.292371482,0.262787879,0.280909687,0.289849699,0.319537759,0.287491322,0.313024104,0.352040321,0.265812308,0.309791535,0.283754498,0.269236743,0.324963272,0.283591658,0.273796439,0.289744884,0.280788779,0.304230362,0.274900258,0.278631747,0.254083574,0.272862673,0.315789342,0.288633168,0.257654548,0.265839934,0.267563373,0.29546091,0.269265354,0.320580363,0.296486825,0.268717855,0.288192838,0.183311775,0.266743243,0.316914231,0.274729371,0.306165397,0.320118845,0.279699892,0.258830726,0.291593999,0.249999061,0.271575838,0.256320953,0.288209409,0.27769655,0.322310656,0.276975214,0.284636855,0.269055218,0.288585246,0.33360979,0.240120783,0.297385842,0.317176342,0.318447858,0.310327858,0.279296875,0.252693146,0.262964666,0.292328715,0.279741943,0.268821239,0.25461784,0.302376747,0.287896991,0.307742685,0.32841441,0.280151188,0.276498973,0.28467682,0.262260616,0.311705679,0.291013628,0.2967709,0.312896729,0.27539736,0.230975598,0.25287357,0.311334789,0.285779685,0.264369309,0.254607707,0.307790995,0.269987613,0.281199634,0.279183805,0.274051934,0.293957651,0.287516505,0.331067771,0.284251183,0.256279528,0.277103812,0.271913081,0.268321961,0.264518768,0.266565919,0.303864598,0.296705812,0.285140097,0.312659264,0.25899595,0.239781082,0.304947823,0.297196835,0.286535263,0.225079149,0.262643784,0.32123071,0.307626873,0.28937012,0.285187215,0.285167664
airports.t0.wikipedia_link == airports.t1.wikipedia_link,200,0.595009327,0.895662665,0.934319377,0.787747264,0.842007995,0.866482973,1.039518237,1.010571241,0.839976847,0.696472287,0.836607933,0.783328295,1.057903051,0.901360929,1.019171953,1.024135113,0.797708809,0.552373827,0.827292383,0.65644604,0.903707087,0.865944505,0.882471621,0.938438118,0.737242162,0.962626457,0.615685403,0.526787817,0.459642619,0.863666415,1.015932202,0.873565257,0.410455912,0.440377057,0.797983348,0.902047217,0.876422167,0.851548076,0.654911339,0.877315283,0.403242916,0.930599928,1.016388774,0.471672416,0.629631341,0.845057786,0.822594285,1.051515937,0.641495824,1.069221139,0.845555842,0.854118705,0.811259568,0.773063898,0.760975718,0.888975382,0.420883656,0.874963045,1.0485183,0.728497982,0.820386767,0.802397847,0.800377607,0.809566736,1.042260289,0.693297565,0.877293229,0.813154936,0.568484724,0.800382733,0.875679433,0.731075823,1.022596836,0.785782158,0.878974378,0.865908206,0.839706242,0.404520631,0.849114835,0.73781985,1.009928942,0.833477378,0.599633098,0.812412024,0.965716958,0.817024291,0.87197423,0.837306261,0.737419784,0.832205832,0.877227485,0.875253856,0.886913419,0.704615295,0.513336837,0.720448494,0.670434475,0.811934531,0.554317832,0.643166184,0.707722902,0.68700856,0.984220088,0.752721846,0.870114565,0.783911288,0.87999475,0.916678429,0.828950226,0.75216639,0.809268892,0.485965937,0.229254946,0.930571258,0.850365639,0.836709917,0.846112192,0.766862929,0.948166072,0.482549518,0.798868716,0.825981021,0.533227146,0.826814711,0.852832675,0.769313574,1.020569205,0.77242744,0.798217952,0.868726969,0.704869747,0.829847932,0.711947858,0.775420368,1.015330195,0.887066662,1.060810804,0.769355118,0.767775655,0.811079383,0.850348175,0.307590842,0.847410381,0.839807808,0.794161499,0.793769538,1.021451116,0.375423133,0.715427756,0.872107625,0.827934921,0.761702597,0.890426517,0.692409873,0.960832298,0.48672986,0.601196587,0.671444833,0.750492811,0.78657037,0.892925501,0.768197656,0.82565999,0.805590153,0.860515058,0.602682889,0.570283055,0.975503147,0.626316965,0.834547341,0.876429439,0.773654401,0.845496833,0.830846548,0.735880733,0.852663875,0.757068634,0.98965627,0.884528458,0.845276177,0.879060328,0.800990403,0.853852987,0.839963734,0.836977899,0.592241704,0.704639256,0.809293509,0.727650285,0.659558296,0.637889147,0.88967365,0.812303066,0.8647331,0.549881697,0.729049444,0.611495018,0.845056355,0.718024433,0.830606282
airports.t0.name == airports.t1.name,200,0.70443362,0.763495564,0.797719479,0.788052619,0.938898623,0.766529679,0.757096052,1.04943037,0.706528962,0.327525586,0.746415794,0.798757136,0.842692196,0.828623831,0.857472718,1.017254353,0.996301413,0.689085782,0.772645652,0.847797394,0.77598536,0.521451533,0.713984132,0.27972874,0.633351088,0.825510204,0.790669322,0.888765872,0.425743192,0.697988272,0.759999037,0.8671031,0.75173974,0.969400883,0.785949707,1.056911349,0.930016458,0.76671052,1.062502265,0.475794792,0.679384649,0.500709176,0.562151909,0.775258124,0.978937507,0.791519582,0.767458081,1.045247436,0.701652169,0.980281293,0.663900852,0.665271521,1.03121984,0.812212765,0.447802782,0.799570143,0.855430663,0.656521261,0.939001083,0.600295484,0.860810101,0.835726619,0.75552696,0.816596389,0.688981175,0.838710487,0.855861366,0.985432565,0.608860493,0.773699164,0.821703911,0.842324972,0.379820406,0.863352716,0.842050254,0.417039454,0.905492485,0.951710939,0.769195318,0.679858327,0.821111381,0.832902372,0.683284283,0.782527328,0.569029868,0.839978039,0.845510304,0.857864738,0.794668078,0.735262454,0.647074819,0.606619954,1.008997321,0.701230347,0.67796582,0.722312927,0.702602506,0.844515979,0.493638456,0.474863887,1.029417872,0.913605154,0.497046143,0.631011903,0.768669367,0.819636285,0.516977012,0.822817624,0.780372083,0.774157882,0.803281367,0.977601469,0.421453863,1.010258555,0.537160099,0.411596239,0.722643316,0.603947997,0.90414542,0.867715299,0.794525385,0.811990857,0.686764479,0.606593311,0.808464289,0.82644701,0.967799067,1.032519579,0.805427313,0.846100271,0.69693768,0.766040266,0.759533525,0.850446224,1.022991776,0.74453336,0.809208333,0.78539592,0.867195487,0.903477371,0.856113791,0.795352876,0.499806583,0.889812887,0.75962913,0.808309674,0.85239923,0.855466127,0.737918496,0.943736792,0.90960592,0.748503506,0.441305608,0.640363216,0.802174032,0.513065279,0.887056947,0.787428916,0.720969439,0.982581556,0.737731218,0.888372958,0.7436499,0.846243024,0.852815568,0.82639116,0.803911448,0.782638788,0.824511111,0.897743344,0.402549446,0.714969754,0.698762774,0.790258706,0.938628197,0.850530624,0.653720915,0.961273968,0.805653453,0.819288611,0.876735806,0.821627736,0.771528602,0.817283511,1.063854218,0.858672738,0.845280468,1.039690018,0.967068493,0.697583914,0.580836415,1.074637294,0.831461489,0.69828546,0.6663059,0.759943008,0.640856981,0.787872076,1.005306482,0.775121391
airports.t0.iso_region == US-IN,200,0.264741302,0.309308589,0.248147368,0.292137176,0.265266955,0.278999776,0.264172137,0.258473635,0.309799135,0.238689601,0.287157148,0.333758622,0.277553558,0.308896542,0.229189277,0.309826016,0.239468887,0.235163599,0.261128217,0.241153717,0.327722937,0.289343506,0.283555686,0.280784547,0.298870444,0.308499575,0.278820097,0.246244147,0.253095329,0.268786073,0.357368737,0.311148793,0.316775322,0.275703132,0.246284798,0.292335957,0.296477556,0.287587374,0.252512336,0.294931531,0.284666359,0.258899987,0.278541476,0.287330329,0.313838661,0.295802504,0.27028051,0.303541064,0.315428436,0.387760699,0.276650518,0.23776266,0.279168129,0.274823278,0.232394233,0.207916349,0.290523142,0.256812036,0.322061479,0.237642646,0.29258123,0.32403776,0.339447469,0.294305414,0.33293125,0.256109744,0.208507553,0.237520739,0.226578325,0.252664983,0.25486508,0.326646358,0.2826657,0.232810751,0.2369259,0.241032496,0.263723493,0.276688427,0.324014962,0.271706194,0.369789094,0.336780131,0.262313485,0.290703893,0.293588609,0.161202416,0.278932959,0.249097824,0.276094079,0.32452637,0.273362786,0.280134827,0.251683295,0.275485486,0.309192806,0.293395579,0.316165358,0.357712716,0.25792706,0.299785137,0.244569242,0.397566378,0.311184376,0.258537292,0.216983721,0.241678059,0.27004993,0.303196192,0.276154548,0.297499567,0.215357125,0.284337997,0.299616992,0.300566852,0.313967556,0.308728099,0.271443814,0.271323353,0.229649588,0.271131784,0.334046602,0.277137011,0.295745432,0.323248744,0.302633911,0.29625684,0.302537858,0.259533286,0.298490405,0.253605992,0.273099095,0.292439401,0.328996986,0.257290214,0.261100143,0.259939671,0.294384152,0.320787936,0.277346045,0.283445179,0.291607052,0.272987545,0.308645815,0.325221062,0.312114835,0.311275095,0.27320841,0.273193121,0.28508538,0.253481001,0.385781676,0.350935191,0.2856704,0.287512094,0.271482021,0.269604295,0.280449986,0.267133683,0.242247567,0.251181632,0.294278294,0.334491462,0.237618342,0.298009694,0.256006867,0.224861279,0.323412031,0.240670621,0.25784111,0.279745847,0.261298329,0.300671488,0.288379073,0.327306032,0.197034955,0.25455606,0.368821949,0.248167396,0.255044848,0.330146641,0.284046441,0.382008106,0.265675634,0.289423317,0.290976793,0.258159637,0.234001532,0.289716214,0.172345579,0.247425944,0.230231151,0.338397831,0.298859715,0.256294668,0.312122911,0.232459426,0.281715631,0.285232484,0.254601896,0.258877188
airports.t0.iso_country == RU,200,0.285164088,0.230245709,0.328162104,0.31207037,0.302945137,0.263531595,0.242275953,0.281064123,0.265731484,0.339068621,0.335315973,0.324174196,0.257713974,0.286225826,0.304487169,0.292272419,0.238502607,0.293042988,0.307756901,0.268658221,0.247474611,0.215550169,0.280655563,0.289415568,0.323858321,0.34195447,0.249040589,0.296842605,0.293857932,0.302204847,0.260375261,0.273374915,0.271284044,0.288694829,0.344197273,0.309142917,0.400750816,0.255626559,0.267458767,0.301693678,0.294685245,0.318785578,0.298449695,0.237843528,0.252295196,0.292250007,0.256301314,0.265476614,0.266527832,0.280736536,0.248320907,0.360003412,0.225946069,0.280945301,0.279159546,0.208479062,0.326474845,0.30908221,0.385287434,0.32650727,0.26084882,0.302162558,0.370116651,0.26542449,0.316983134,0.238984436,0.288463295,0.29217267,0.274337381,0.319295496,0.325430155,0.305094838,0.272135377,0.279251993,0.249466985,0.273131311,0.335985869,0.266634315,0.255339593,0.249687329,0.283088446,0.240176067,0.270686358,0.218766347,0.364903003,0.299124479,0.27185908,0.273290485,0.280015767,0.263962954,0.290895462,0.301240385,0.323621988,0.253136963,0.259857267,0.299934864,0.259843498,0.267769843,0.266744941,0.278880894,0.26475206,0.295508921,0.279989034,0.286219597,0.316958338,0.252833307,0.259314388,0.270017892,0.275128841,0.256904423,0.268096268,0.268102825,0.290167749,0.231807426,0.316301435,0.305566847,0.254955977,0.335300595,0.218314454,0.279309899,0.300680637,0.274612606,0.338743895,0.338459224,0.252354234,0.250048995,0.273208708,0.278184712,0.305241048,0.270973325,0.280648828,0.315829456,0.288725972,0.314451545,0.253028989,0.264113247,0.260082632,0.307718158,0.258790165,0.242658451,0.220077321,0.351787567,0.330067545,0.291520774,0.269572914,0.251641214,0.271556497,0.278183877,0.285341829,0.284106553,0.353987306,0.267981529,0.324185431,0.315606058,0.266126812,0.337431222,0.295866609,0.290516466,0.294312418,0.313932925,0.313234061,0.350699961,0.276053518,0.203123495,0.300580531,0.328918815,0.280322015,0.242041484,0.262464046,0.305773169,0.285697609,0.237122178,0.278274626,0.287902921,0.273084313,0.266358465,0.337952524,0.281814069,0.334107101,0.292345762,0.292173982,0.265569597,0.287512928,0.265926361,0.305283636,0.281553298,0.274690688,0.305413187,0.23620294,0.243853524,0.302058399,0.291654557,0.266420394,0.245972112,0.263565481,0.226153761,0.298298925,0.27810657,0.277665585,0.277227014
airports.t0.iso_region == US-FL,200,0.287918806,0.279541463,0.270804644,0.290667951,0.313250154,0.29205066,0.272022992,0.276466429,0.290782809,0.262167156,0.22114937,0.268815994,0.252526104,0.327502787,0.311238557,0.279094845,0.249884069,0.268995285,0.299913198,0.280056566,0.251208127,0.263504714,0.324217349,0.304142207,0.310003936,0.313364089,0.269841582,0.265736252,0.257374138,0.294505954,0.254398286,0.271896154,0.304422408,0.266413897,0.246006638,0.339002877,0.326144725,0.272920698,0.291290224,0.284725845,0.266084492,0.304054558,0.268139333,0.276077926,0.298119456,0.27855435,0.277250797,0.351783037,0.288514048,0.317701727,0.213885292,0.247941971,0.259058177,0.242461383,0.249351114,0.259353578,0.336050689,0.263795674,0.28691119,0.354277343,0.33223933,0.347470284,0.29644236,0.276100188,0.273358971,0.274859607,0.297506422,0.239474848,0.295806736,0.301846892,0.232800379,0.288219035,0.299204409,0.252124846,0.281143516,0.272080958,0.28371653,0.276454836,0.269744337,0.278745323,0.233942881,0.3228755,0.246832028,0.294549167,0.306309611,0.248852566,0.272030473,0.312441081,0.332088649,0.281982929,0.275757343,0.29602015,0.298264891,0.265894949,0.305955827,0.299213946,0.289008945,0.339915216,0.296402901,0.274541855,0.310168505,0.282494694,0.314432681,0.257235348,0.238697767,0.247405365,0.287711114,0.33564654,0.278215557,0.238761082,0.257082254,0.257802695,0.287034482,0.257742703,0.28267312,0.277205706,0.243264794,0.30161652,0.289043546,0.267452061,0.307677418,0.254702568,0.256207287,0.217122748,0.255605698,0.258535385,0.306091428,0.260235161,0.17391102,0.25519523,0.27973482,0.271334052,0.298024267,0.275197357,0.272538632,0.267821848,0.262740761,0.267760932,0.236201927,0.307185888,0.378135502,0.297464132,0.270356447,0.289355189,0.251772881,0.274563938,0.278372437,0.27506426,0.265478432,0.244426712,0.265029699,0.398997486,0.305213153,0.282485634,0.280474514,0.280780375,0.308841467,0.257958502,0.332343578,0.301629633,0.297904432,0.278293312,0.307462782,0.28198421,0.203463078,0.285664141,0.302159935,0.249961823,0.263576359,0.304456562,0.290786654,0.291157246,0.299859971,0.313514769,0.306426913,0.266995877,0.333803236,0.248405159,0.257720947,0.289169312,0.285157919,0.245558828,0.293798745,0.268932313,0.322392434,0.287968397,0.285427421,0.302590489,0.29579699,0.259853542,0.315867215,0.317859918,0.284174949,0.265531957,0.280986816,0.37775445,0.316319942,0.306951433,0.260497808,0.303842813
airports.t0.scheduled_service == yes,200,0.281167418,0.256660193,0.270533979,0.301437289,0.307255208,0.245473951,0.226679057,0.282570064,0.256282002,0.29288587,0.365022928,0.310143918,0.279427618,0.286778122,0.279125452,0.275794357,0.243676916,0.269696563,0.258248985,0.269408703,0.235483944,0.272699982,0.259352416,0.28381139,0.277139664,0.279996037,0.277209252,0.379497886,0.296523035,0.267730564,0.263870269,0.26735881,0.267384082,0.267381877,0.281345457,0.277976543,0.344436407,0.265305609,0.283140808,0.270385325,0.25467816,0.302341431,0.313162893,0.209042251,0.242774412,0.262718678,0.290845215,0.276896477,0.278422654,0.293794245,0.248977497,0.261363596,0.250307918,0.260823429,0.259868741,0.287329882,0.299923807,0.285905182,0.316759795,0.234549135,0.278755307,0.302721262,0.331124365,0.335109025,0.27957505,0.267538279,0.258305222,0.262012839,0.250885069,0.301447749,0.30723244,0.282140821,0.287758529,0.299294889,0.21710968,0.258670539,0.245435238,0.26829344,0.271735728,0.269612074,0.250133395,0.266995788,0.272387475,0.255716622,0.27065894,0.266396344,0.240123674,0.277223438,0.281546801,0.296178907,0.288399935,0.313787997,0.333917469,0.236958519,0.284937412,0.262270212,0.267703354,0.299600989,0.26439786,0.258877397,0.276297659,0.2899822,0.291426897,0.26561296,0.280005395,0.250137091,0.267335892,0.277849436,0.273337305,0.228898004,0.275829017,0.265120924,0.285381407,0.267992049,0.252500355,0.282905877,0.247140586,0.308204859,0.218569919,0.213012397,0.338188291,0.279230565,0.295861751,0.370120347,0.265273154,0.25801903,0.264672279,0.247155592,0.317874521,0.278925449,0.262865603,0.277425349,0.289286345,0.267692357,0.272236496,0.268803567,0.263162374,0.230656222,0.250300139,0.298324853,0.266982257,0.367850751,0.29131192,0.306980163,0.264461726,0.258267581,0.259321183,0.276615739,0.242509231,0.275172263,0.293547243,0.276385516,0.28413102,0.335417777,0.250823736,0.26725015,0.273633569,0.25009352,0.303594887,0.271015286,0.313134611,0.282851696,0.2929793,0.256494612,0.267968655,0.296515226,0.281604588,0.263684273,0.247889072,0.330022216,0.260600477,0.25435847,0.294497043,0.294644803,0.289790243,0.309269577,0.317869693,0.268078774,0.259271502,0.256418318,0.268648297,0.258050203,0.241567001,0.266280264,0.283980846,0.275585055,0.279269606,0.304307938,0.260970205,0.241568595,0.340934336,0.290555745,0.294730663,0.223936185,0.283214957,0.342400908,0.284724385,0.268380791,0.291742384,0.321200788
airports.t0.type == airports.t1.type,200,1.115158677,0.742379725,1.069615126,0.819093287,0.875940323,0.850899756,0.76804471,0.733946025,0.910696745,0.708027959,0.766542017,0.761369407,0.762152851,0.720078528,0.810848415,0.801473975,1.027684093,0.751753867,0.788990557,0.670033157,0.952838719,0.516526878,0.776034176,0.874057353,0.959613264,0.674124837,0.985851645,0.690116107,0.649664998,0.592002451,0.743719697,0.968418777,0.646838009,0.8910833,0.955383003,0.518542111,0.787526429,0.774280012,0.550988495,0.86885488,0.53599292,0.662523985,0.88217479,0.894288599,0.572289169,0.907618105,1.068994522,0.561688423,0.892875612,0.508816838,0.924476624,0.937411606,0.924158037,0.953995526,0.735527277,0.909508944,0.903771579,0.893268943,0.789861858,0.797205508,0.616332173,0.901496232,0.937660635,0.6947487,0.728085756,0.871467292,0.939511299,0.770724237,0.923375607,0.815778673,0.746200621,0.67033428,0.616635919,0.931925356,0.948349416,0.937603533,0.942822516,1.037510633,1.065929174,0.705147803,1.027709007,0.779427528,1.061575174,0.953377485,1.061732173,0.923517525,0.766362369,0.712468863,0.747079849,0.936439097,0.496994466,1.060997844,0.788570404,0.683360517,0.928085625,1.002821803,0.778646886,0.882394314,0.65084964,0.841952443,0.87634176,1.083971381,1.111657023,0.705179214,0.874355972,0.768982649,0.701682746,0.833159268,0.681680679,0.761587143,0.888813674,0.797226608,0.874134898,0.906872451,0.756146252,0.580548048,0.715787113,1.019611359,0.757051826,0.690408468,0.790049195,0.64376533,0.810220242,0.965795934,0.821528792,0.768646598,0.930488408,0.683682263,0.767546237,0.687672675,1.102096677,0.578254342,0.672528148,0.772514641,0.877833188,0.505762398,1.119843125,0.718734264,0.924286306,0.910201669,0.735022247,0.812541902,1.019470692,0.747229457,0.866292953,1.151727676,0.759279847,0.826399863,1.118075609,0.825272501,0.808128953,0.68141818,0.493977249,0.836304307,0.882012963,0.858543873,0.908835292,0.758119583,0.935636282,0.971386969,0.906312644,0.973087907,0.952662885,0.969055653,0.689255953,1.065854311,1.018448949,0.688302577,0.877263963,0.859303772,1.049690843,1.118063569,1.021212339,0.882167101,0.947162151,0.525969565,0.780466378,0.744773626,0.678806901,0.530267358,1.02578795,0.632913411,1.01469934,0.762330949,0.902001917,0.6162678,0.792573631,1.038574934,0.778351426,0.943405271,0.673935294,0.845335364,0.850967348,0.815874159,0.77835232,0.885800183,1.042979479,0.834084034,1.052908897,0.758193433
airports.t0.iso_country == BR,200,0.284624815,0.287241101,0.292867124,0.304788768,0.32160148,0.277637362,0.249746338,0.291772395,0.28570196,0.290936202,0.315426528,0.285897136,0.263103455,0.284922868,0.289437145,0.289303005,0.242608204,0.292994529,0.281006962,0.261505455,0.254704177,0.270034879,0.321916997,0.287860155,0.308382899,0.282149017,0.280893713,0.314396173,0.253454238,0.275728226,0.289636731,0.267638564,0.311873704,0.274304837,0.268189937,0.293690115,0.323366016,0.272106081,0.279529035,0.276885867,0.278938413,0.304421276,0.291779965,0.26512152,0.250215173,0.270202607,0.298214436,0.282315642,0.263230473,0.313709915,0.232006103,0.302532285,0.274654478,0.259393632,0.262770951,0.275000304,0.292711884,0.299044609,0.342569143,0.284485936,0.310711205,0.357682556,0.312780648,0.303923458,0.284917384,0.260922015,0.283698946,0.228517205,0.267917603,0.30278185,0.333690315,0.285761416,0.307231784,0.25130266,0.259080678,0.29826808,0.280908823,0.274851918,0.290978163,0.263113886,0.26056087,0.296976745,0.279434055,0.261481822,0.293555349,0.291718304,0.265300453,0.272727221,0.281843096,0.31516403,0.290411979,0.300702959,0.336031139,0.266678184,0.316237122,0.287023425,0.276605785,0.3187778,0.284092009,0.272576332,0.279227793,0.276607901,0.299117535,0.261012524,0.2720263,0.248382375,0.277465016,0.329105288,0.282846391,0.249613464,0.26859352,0.262241274,0.296739519,0.26134634,0.296354473,0.307704747,0.267738551,0.286736488,0.198360533,0.270241886,0.32024017,0.266748667,0.306641966,0.332812339,0.293023497,0.254550964,0.293514669,0.261192501,0.266728461,0.252814949,0.26939702,0.272984028,0.30643332,0.286779284,0.280937165,0.269442111,0.291966766,0.379093528,0.239688665,0.300610125,0.321022779,0.313916057,0.29313755,0.280295998,0.253931284,0.26504764,0.300550014,0.271234274,0.263555646,0.252379507,0.291673601,0.281572402,0.291773498,0.326013148,0.272439957,0.278833061,0.280270666,0.265971154,0.305329412,0.299120843,0.296504557,0.310394198,0.28366074,0.230760798,0.257020384,0.31388703,0.275921732,0.257623374,0.254713446,0.30539754,0.262381464,0.295411766,0.274156839,0.273499131,0.2850658,0.270797938,0.321078748,0.289005667,0.238420218,0.278262734,0.27451399,0.276856303,0.266734689,0.253700078,0.306478471,0.301092803,0.279649138,0.30131653,0.238034114,0.236505568,0.308341026,0.307878852,0.280445486,0.237149075,0.253332555,0.314237297,0.288477808,0.290337533,0.288018048,0.285842896
airports.t0.continent == OC,200,0.291469753,0.28969878,0.284332842,0.293446511,0.300970882,0.279885858,0.256285846,0.302695245,0.28147316,0.227201223,0.319627553,0.360614747,0.292724401,0.272843182,0.315732002,0.270526141,0.269842505,0.282673746,0.291047931,0.258341223,0.243904918,0.270094395,0.215972066,0.311669111,0.302946895,0.268508196,0.284995437,0.372043729,0.270860255,0.273707241,0.304739743,0.261226684,0.289560318,0.254458219,0.247324601,0.289225996,0.299838245,0.269591331,0.297589064,0.295822293,0.278841048,0.293148458,0.309254467,0.244959101,0.267719328,0.276468873,0.290889472,0.259373158,0.292695493,0.314323246,0.234039053,0.286816955,0.30815044,0.25603196,0.242738917,0.279440612,0.258713186,0.286534309,0.333050072,0.351899236,0.302853853,0.283686608,0.325685382,0.266988695,0.287612438,0.261308521,0.28691411,0.280430228,0.256907284,0.327867031,0.265435517,0.306302041,0.288901716,0.299005717,0.256717145,0.271871716,0.313665092,0.310584664,0.288989216,0.215288818,0.251022428,0.315009356,0.276980221,0.28506428,0.32166332,0.273982704,0.264289886,0.204344943,0.299365163,0.33447817,0.333976537,0.346899182,0.39012,0.251789182,0.276555777,0.277706563,0.305518001,0.308945298,0.274168193,0.268706322,0.265643656,0.292306423,0.309065521,0.268541783,0.306522042,0.260302484,0.278519362,0.331412733,0.304665595,0.264426351,0.285040587,0.265745789,0.257715762,0.265619934,0.331949562,0.299008518,0.27717635,0.316416234,0.202460289,0.260664225,0.354875773,0.305840105,0.307184726,0.381659329,0.268478364,0.270143896,0.249500111,0.264689565,0.321003914,0.239803717,0.278550446,0.339428872,0.315904379,0.290224105,0.328760535,0.287531435,0.257565171,0.325341821,0.249325573,0.252245784,0.322115541,0.343845367,0.222312436,0.279043287,0.266157836,0.251991421,0.278726488,0.254889429,0.276578724,0.247335494,0.30805555,0.330422908,0.29895559,0.302222818,0.284340888,0.277833223,0.286814988,0.280827373,0.337367266,0.28751111,0.246140733,0.310620278,0.283197075,0.290012509,0.270380467,0.41838342,0.25729233,0.25961563,0.252655536,0.31836918,0.262436539,0.255376905,0.29458788,0.301683664,0.352868915,0.299398273,0.224504933,0.281369179,0.275258362,0.259620667,0.303486317,0.271962315,0.288682222,0.288639456,0.39925316,0.32224828,0.338888347,0.320254356,0.250324726,0.244683683,0.30400151,0.307216734,0.294731408,0.356305867,0.261492461,0.28661868,0.305661947,0.279143959,0.289988786,0.243268296
