predicate,predicate_embedding_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
airports.t1.iso_region == US-PA,200,0.299542308,0.248653173,0.255145639,0.301655918,0.318818927,0.238843948,0.241199374,0.225918084,0.297169179,0.310036659,0.321319312,0.309985191,0.292722225,0.275534242,0.332193106,0.277525872,0.27181682,0.275079072,0.301983356,0.275895298,0.212704524,0.315345585,0.317371935,0.277960926,0.316334873,0.214724481,0.242038548,0.271655589,0.221952289,0.253136575,0.312464416,0.310080886,0.290777594,0.248137251,0.287372261,0.316138268,0.334508002,0.275164425,0.268403471,0.307036787,0.313404441,0.288450867,0.275574356,0.302634776,0.256192356,0.267760128,0.230123401,0.262199432,0.269801706,0.32829982,0.270061344,0.244340941,0.288469702,0.27765137,0.217149317,0.35570699,0.302393854,0.316262305,0.299601316,0.265205801,0.264587551,0.314166456,0.317481935,0.255761176,0.289973736,0.217958376,0.31329,0.267364144,0.269813806,0.355412394,0.362620354,0.287540019,0.322977543,0.240209803,0.312574357,0.280040145,0.281569451,0.304976046,0.311500758,0.28487429,0.273529023,0.296803772,0.264867127,0.267117292,0.29113403,0.306526184,0.285079896,0.282672107,0.279750615,0.307731211,0.26345557,0.317017376,0.274721593,0.231102869,0.289330333,0.301851094,0.265600532,0.331152707,0.260046422,0.30203855,0.281787574,0.217017531,0.302528441,0.252889007,0.351641834,0.256389529,0.248336837,0.279242605,0.221791595,0.244968981,0.276112646,0.265207678,0.308856845,0.285060972,0.28996557,0.295194447,0.241515428,0.291466922,0.292048663,0.256133795,0.340128601,0.271020919,0.274342716,0.330515742,0.267739564,0.27547273,0.264945805,0.29457438,0.313593268,0.289268821,0.282296389,0.276107907,0.393596143,0.286384881,0.301129699,0.313942909,0.253364235,0.319492757,0.2650747,0.286774307,0.362160027,0.288428485,0.286030799,0.2745139,0.312660873,0.263949513,0.284407198,0.27234745,0.297960579,0.231086507,0.310425073,0.342769891,0.32123524,0.341221511,0.29463613,0.287686169,0.261653215,0.27430439,0.285235792,0.277331382,0.27425465,0.25877741,0.29485777,0.287116766,0.308741927,0.265838414,0.256816477,0.259129226,0.266626239,0.35120514,0.247847587,0.263469338,0.290897548,0.331063092,0.303314865,0.299074411,0.373655707,0.248373389,0.262422919,0.278191388,0.266284555,0.28927654,0.261523455,0.304773897,0.2253647,0.198186979,0.293588221,0.304977775,0.273887813,0.250433505,0.293952614,0.285757691,0.318504035,0.256914914,0.246256486,0.373706162,0.307315171,0.292909801,0.297622174,0.291602522
airports.t1.iso_country == AU,200,0.276408941,0.284589112,0.272728413,0.30436781,0.322919726,0.275716841,0.241905168,0.340635657,0.297890812,0.294519484,0.286386132,0.361793876,0.271058887,0.259526998,0.303177714,0.282160074,0.261440784,0.281508118,0.342029095,0.286714375,0.254342109,0.254867882,0.232162997,0.300614119,0.301047266,0.271552533,0.286046118,0.351330996,0.256502271,0.314814597,0.316526324,0.290587336,0.306648433,0.28030771,0.274210393,0.26983121,0.319298178,0.287539452,0.2943964,0.289920747,0.278512239,0.273941308,0.333675027,0.293652594,0.249574095,0.284255713,0.292893469,0.247828037,0.293466151,0.268162102,0.256469578,0.27017042,0.317969948,0.249979317,0.278199941,0.234494925,0.295615196,0.292933047,0.35834384,0.399103969,0.303841949,0.28453815,0.29952985,0.270775855,0.282756567,0.276300132,0.294620365,0.283515394,0.279974222,0.340856701,0.280002773,0.288463205,0.295510173,0.276692241,0.290273875,0.265939474,0.297912866,0.261346668,0.361782998,0.269628882,0.258803278,0.255255669,0.301499665,0.281845838,0.324545652,0.30129236,0.253323793,0.257659495,0.320743203,0.289568186,0.365116596,0.32807228,0.352234513,0.273860246,0.264846146,0.278321177,0.284126222,0.282774061,0.289008945,0.293433994,0.287593991,0.283814669,0.305839688,0.25768736,0.294213206,0.269698352,0.285518557,0.311226904,0.311381906,0.257689446,0.304077625,0.28035599,0.313902855,0.235033691,0.303488523,0.321832091,0.266214401,0.285898358,0.227497414,0.28276819,0.310676843,0.300607085,0.31494087,0.340669841,0.289964139,0.25486517,0.272065282,0.250538945,0.338253856,0.270355523,0.299899369,0.317168713,0.283046514,0.307987422,0.315205216,0.275974452,0.294127107,0.360017866,0.246135801,0.264894724,0.37382555,0.340736508,0.207906947,0.287511826,0.306060046,0.269329786,0.282983392,0.280939668,0.258880407,0.252137512,0.297984689,0.30173865,0.310466379,0.30527702,0.295227855,0.263906807,0.270349801,0.276869029,0.342323065,0.30536142,0.271873534,0.336926311,0.295923501,0.277080864,0.276012748,0.425904214,0.289500952,0.264601409,0.266999841,0.348934293,0.27656579,0.284190923,0.277667701,0.298898727,0.346772045,0.260953516,0.247128174,0.287015915,0.231174842,0.24754943,0.28574881,0.269303441,0.301569223,0.283168763,0.33130917,0.282981455,0.331676424,0.330355525,0.267959893,0.244355634,0.322266012,0.288319379,0.293588966,0.335615575,0.235812306,0.286535412,0.299532175,0.289588749,0.281012803,0.298170596
airports.t0.iso_region == airports.t1.iso_region,200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
airports.t1.iso_country == GB,200,0.27228412,0.276749343,0.270874292,0.25314939,0.311643243,0.286202371,0.253570586,0.223883018,0.297594994,0.290641099,0.25017646,0.318997353,0.277117997,0.266343057,0.329491556,0.312318265,0.26173991,0.297277093,0.268353105,0.293392718,0.269071847,0.31204021,0.328680575,0.278046519,0.336604238,0.254483819,0.258249134,0.3785097,0.286959618,0.269247383,0.304390252,0.299479455,0.306777924,0.271699786,0.245649159,0.305269957,0.38612932,0.259746909,0.280149996,0.245676756,0.306270331,0.256630242,0.303656042,0.263974994,0.291167885,0.304225206,0.31224069,0.285482943,0.250569165,0.291849762,0.278525978,0.267621219,0.308698297,0.277694672,0.252818555,0.255850762,0.223831788,0.27687943,0.356713474,0.251839101,0.30430603,0.352930397,0.421195716,0.292923391,0.304194659,0.268556654,0.293114305,0.328150898,0.273813426,0.20719023,0.311386228,0.288704246,0.293947458,0.272510886,0.278708965,0.276407421,0.313231796,0.235814571,0.283866465,0.260178477,0.277433127,0.287103266,0.256704241,0.263567924,0.298338026,0.313418657,0.248001903,0.268425971,0.267981976,0.322915584,0.338228941,0.317429632,0.330048323,0.265611947,0.297326446,0.303812444,0.248160303,0.374237776,0.266430616,0.275901765,0.266944319,0.30593136,0.276269972,0.238511562,0.360447615,0.256629318,0.253102273,0.318522185,0.298588187,0.272240102,0.280467331,0.246401533,0.303897798,0.320621997,0.322536498,0.312068671,0.27319926,0.274976194,0.225001514,0.276049495,0.314206481,0.217433125,0.265753508,0.334766895,0.314216584,0.304694831,0.269188523,0.260684431,0.183943361,0.290614218,0.249842718,0.207256839,0.265679896,0.261179596,0.2832084,0.297535181,0.277736634,0.398556828,0.235278696,0.311585486,0.266748607,0.306924164,0.284544021,0.311124474,0.307455808,0.279831976,0.272686303,0.247802049,0.250294358,0.306775302,0.264950156,0.310330391,0.334216177,0.298031777,0.292492807,0.280938625,0.272852242,0.240615875,0.341865003,0.27226761,0.338340998,0.281276613,0.279605359,0.25642243,0.27253738,0.319507658,0.324278921,0.224959567,0.283825397,0.353082299,0.274413973,0.283040524,0.304454535,0.322686821,0.330820739,0.326329768,0.314361215,0.272129089,0.227868229,0.236793816,0.312390924,0.315509647,0.275745749,0.280182183,0.270198405,0.261277258,0.243287012,0.314569384,0.215190947,0.25470531,0.286312401,0.277731836,0.237128586,0.226533502,0.293720573,0.358768463,0.335651368,0.273959875,0.295331806,0.300091058
airports.t1.iso_region == BR-SP,200,0.30355224,0.24613291,0.280554831,0.286185384,0.287916005,0.269180328,0.273415804,0.300741106,0.274529904,0.266918391,0.297099113,0.275127143,0.275673687,0.281404555,0.308833688,0.27690652,0.243615001,0.283970803,0.290397197,0.25900802,0.258102864,0.294175297,0.27390641,0.293806136,0.27635178,0.303507686,0.298221141,0.32806471,0.265016317,0.274415463,0.296732962,0.262152344,0.292480141,0.27987209,0.268981934,0.286450744,0.295495749,0.26615715,0.254091531,0.292736888,0.280481547,0.296748877,0.306283921,0.252008379,0.239122316,0.274639487,0.273049772,0.287766486,0.272192329,0.305108041,0.279233307,0.280262053,0.281460702,0.273608565,0.255550921,0.248832032,0.295302898,0.27663514,0.341959953,0.2694408,0.277362257,0.355219781,0.30516246,0.297753721,0.287712932,0.238576025,0.280945122,0.217226505,0.255570084,0.314234048,0.33418119,0.311895102,0.28138411,0.235583648,0.261095822,0.281164616,0.31530875,0.275418311,0.268698514,0.2915124,0.236452952,0.252332717,0.25614506,0.255906105,0.301492482,0.306839168,0.286897898,0.262653202,0.251395941,0.304334223,0.288184494,0.328709751,0.328456163,0.245120332,0.301370054,0.319477439,0.290223807,0.360961676,0.274294257,0.296867579,0.259850472,0.282922566,0.272541761,0.277726531,0.272857338,0.206659749,0.259679675,0.297115237,0.264855444,0.242140576,0.253928989,0.271378905,0.285568058,0.257268101,0.299834013,0.282905638,0.244649082,0.292266369,0.230696931,0.251811862,0.28023234,0.258790314,0.291434199,0.253221929,0.298832417,0.285628736,0.295147002,0.267125398,0.308000028,0.268315226,0.258026719,0.290408641,0.30380404,0.235602379,0.268364489,0.286856651,0.279349625,0.354381084,0.224036604,0.296187401,0.302223355,0.287522823,0.302142411,0.260970414,0.287659734,0.258773208,0.283431143,0.272343606,0.267044038,0.248346478,0.297653437,0.274117231,0.279047787,0.313793778,0.2639983,0.25908199,0.30491963,0.266445756,0.293953687,0.284779847,0.306838781,0.306733549,0.302293241,0.240112558,0.276564091,0.304682225,0.2884354,0.258429557,0.274112016,0.296830356,0.264080971,0.266477793,0.264673412,0.318517327,0.328424484,0.286720544,0.297725409,0.274763614,0.258416593,0.283427984,0.278833538,0.248501256,0.248085544,0.289774269,0.291555524,0.281641841,0.295548797,0.296223044,0.274582237,0.231880143,0.302062035,0.295426905,0.26827842,0.230604768,0.249862567,0.294647038,0.281716049,0.266397446,0.267544091,0.269711882
airports.t0.iso_country == CO,200,0.256733209,0.237228155,0.344341516,0.278509974,0.2966685,0.271717519,0.266487956,0.301846743,0.243137136,0.259433508,0.31933856,0.352981836,0.24876231,0.258207262,0.300383389,0.256733179,0.242270902,0.251336336,0.290696114,0.202873588,0.317541569,0.251102,0.304738224,0.277088732,0.275320232,0.27922821,0.264001101,0.322808087,0.285455793,0.299963862,0.270972103,0.286691099,0.279927224,0.304974318,0.202723175,0.294535518,0.248183995,0.285940588,0.296349406,0.363519311,0.290256172,0.278388768,0.265435487,0.239131197,0.238699645,0.284455091,0.260990888,0.268124163,0.279310793,0.324396819,0.284625471,0.329332709,0.349327505,0.226254553,0.293350339,0.257119864,0.312139213,0.282464176,0.3001315,0.328643739,0.275119454,0.321733654,0.34553203,0.288510442,0.324424386,0.235705957,0.292528093,0.257946163,0.28170681,0.289405942,0.288261354,0.377733469,0.361349642,0.276605844,0.23819603,0.233958438,0.290617943,0.257225841,0.298829764,0.211923987,0.246743128,0.292037934,0.255721301,0.274660885,0.348287076,0.342834443,0.253313452,0.282785326,0.307210505,0.220347658,0.302318841,0.277588397,0.342356205,0.267897785,0.285405874,0.286548853,0.304105729,0.353215694,0.271989405,0.255014956,0.290200621,0.291822106,0.34930408,0.272948086,0.25460124,0.224221721,0.226266801,0.326116115,0.271358877,0.223679885,0.236624524,0.165613577,0.305164486,0.334281057,0.272859752,0.259482086,0.250948995,0.247772127,0.207377419,0.242606074,0.408108324,0.354442328,0.297917545,0.248385966,0.260621458,0.250493705,0.252379656,0.27161029,0.37658903,0.345259637,0.310473323,0.317833364,0.344710618,0.261193126,0.290957421,0.272654474,0.279006511,0.330260307,0.210934013,0.293852806,0.366490155,0.346249342,0.326435,0.294747174,0.31008932,0.300010085,0.26594457,0.318478167,0.312218815,0.274377316,0.308278739,0.300039053,0.288274169,0.327067763,0.283804268,0.302127451,0.338862836,0.265587628,0.353744984,0.286914825,0.266983062,0.374329805,0.289222091,0.232470781,0.271160394,0.269830793,0.253432572,0.248843446,0.258445293,0.298305362,0.25181368,0.222851783,0.270602226,0.280279547,0.283824921,0.252747446,0.32949838,0.270674706,0.361752748,0.266181201,0.263933063,0.242089227,0.241838917,0.273779303,0.242024526,0.25668323,0.363788366,0.286131591,0.312345415,0.214374706,0.274210393,0.290536702,0.355319262,0.245370567,0.280442208,0.241731733,0.314157695,0.279714674,0.260246605,0.295441687
airports.t1.iso_country == AR,200,0.276785851,0.279471666,0.336959362,0.280283123,0.356809586,0.255555183,0.182648629,0.216536075,0.279632032,0.253757745,0.313703448,0.36990428,0.260835201,0.303037137,0.313737541,0.320429742,0.23816517,0.210256979,0.276586562,0.235631034,0.248853683,0.21969153,0.340158999,0.27042976,0.314589888,0.227408767,0.2597166,0.191616848,0.265644014,0.188201636,0.310976654,0.271340787,0.283309132,0.245794103,0.291905284,0.296755224,0.272680521,0.273821265,0.317919582,0.202557132,0.292493105,0.241905943,0.325326025,0.196966618,0.199135512,0.201959446,0.304175943,0.348568708,0.210207477,0.340658247,0.277956009,0.249179706,0.203878835,0.299856305,0.228591084,0.306389183,0.359611779,0.196691513,0.255517095,0.218390062,0.32163018,0.346602142,0.381671548,0.252222866,0.299547762,0.272757769,0.298598915,0.089791164,0.295300424,0.311262876,0.291362524,0.318318605,0.304020107,0.20968239,0.253451824,0.209369719,0.347644567,0.320410848,0.301617682,0.263828337,0.308003396,0.264100969,0.267254978,0.26290381,0.362456322,0.319727749,0.284558684,0.265979916,0.368828475,0.349508077,0.200543076,0.33767131,0.378487378,0.268475652,0.328623205,0.261704892,0.304642797,0.29749909,0.257619768,0.298476458,0.18280752,0.274428964,0.252200574,0.26691559,0.293858916,0.258367419,0.282655835,0.337525189,0.312243074,0.235297084,0.258742571,0.305382311,0.212906986,0.268117845,0.407103539,0.296186477,0.310357481,0.252282709,0.28852874,0.166127861,0.284540683,0.232656986,0.369972885,0.347559303,0.342002124,0.269135803,0.295061976,0.238219216,0.356054872,0.253498107,0.35975486,0.334890068,0.25147444,0.323353589,0.257910818,0.282516927,0.271446049,0.263066411,0.294389844,0.28452009,0.252655417,0.31359008,0.354221731,0.318458378,0.265405893,0.175723433,0.306785822,0.332755476,0.226234868,0.245717123,0.306929082,0.254800797,0.28058672,0.19692187,0.267006755,0.261899143,0.271570325,0.214603946,0.121828966,0.338189244,0.243654117,0.300358057,0.229453206,0.245447978,0.248358801,0.278031498,0.184725031,0.354275674,0.247157946,0.280913502,0.261815816,0.291902632,0.305223078,0.311654299,0.309421897,0.32136476,0.344800025,0.309776515,0.213108525,0.283305615,0.262723833,0.258508593,0.309111804,0.336652964,0.247170091,0.308690876,0.241658017,0.210652396,0.304096192,0.112716556,0.303362697,0.267415762,0.382734954,0.221936375,0.234035,0.275696844,0.304559916,0.324164808,0.286649466,0.315129846
airports.t0.longitude_deg == airports.t1.longitude_deg,200,0.232676655,0.768004775,0.257200003,0.676492512,0.846797109,0.923157454,0.924896419,0.646315932,0.978988588,0.799742579,0.855734229,0.857861519,0.768734515,0.710151494,0.495093673,0.734900951,0.841280222,0.839510262,0.858863533,0.842565298,0.618981957,0.3558954,0.866696358,0.672601759,0.808113456,0.967648149,0.762264192,0.434416562,0.932792783,0.828740597,0.904472411,0.845865309,1.024959207,1.010677457,0.876654685,0.824482203,0.968216956,0.782813907,0.793399513,0.733034074,0.771160305,0.786815464,0.884809554,0.849648297,0.843943894,0.911580682,0.848110795,0.60082227,0.863015473,0.40428099,0.866695046,0.769804239,0.857139766,0.804887116,0.822534978,1.032555223,0.83028692,0.456762582,0.852527022,0.635211229,0.852084577,0.754340291,0.484506369,0.85504353,0.59869802,0.965625167,0.635718346,0.529654026,0.832060695,0.841833472,0.836160779,0.851956785,0.969720781,0.953840852,0.793447673,0.814409614,0.699162841,0.915463448,0.236453235,0.833558023,0.944568634,0.843179047,0.837351143,0.973490775,0.828076243,0.831402898,0.814750791,0.589895308,0.799266756,0.700947821,0.578896463,0.987210989,0.864810228,0.474917203,0.877597809,0.822194219,0.714677513,1.00472796,0.30011192,0.605657578,0.820591986,0.705516219,0.839142203,0.847949207,0.782615364,0.788559079,0.995289803,0.921061635,0.750297546,1.031117916,0.852497816,0.904170156,0.233407125,0.720771253,0.61338377,0.709435761,0.478324503,0.736183167,0.809730053,0.790340304,0.856455207,0.835469186,0.747300029,0.831397533,0.849690676,0.858250499,0.730964065,0.845830083,0.87208575,0.829874098,0.374604613,0.528606534,0.928981245,0.861053586,1.012993932,0.746754169,0.796734929,0.379208475,0.729973555,0.833316267,0.749187589,0.819324374,0.572108507,0.85512346,0.856368303,0.835999668,0.819007277,1.014566541,0.636676729,0.831247211,0.329167306,0.932163715,0.867747188,1.034192204,0.846887469,0.755633473,0.540536106,0.562004745,0.951055169,0.636708438,0.93684423,0.758447349,0.776958764,0.854608476,0.86479795,0.808698356,0.588694811,0.995071471,0.7231071,1.045825124,0.899685085,0.82776618,0.415847212,0.82612431,0.987098932,0.566845357,0.864718795,0.592368066,0.84585309,0.846812487,0.896098912,0.748811185,0.917331934,0.699886978,0.729074299,0.685904324,0.801854968,0.831891954,0.868658602,0.677996516,0.870829821,0.352733254,0.804505169,0.745949209,0.822690666,1.00344348,0.949011564,0.754365504,1.020218015,0.490484148
airports.t0.iso_region == US-NY,200,0.278596461,0.271578193,0.343423873,0.297031105,0.330928802,0.254422963,0.308066308,0.309425145,0.260267168,0.267570674,0.271281183,0.155926064,0.226652056,0.235330015,0.25361681,0.250219256,0.260837018,0.224641085,0.304106146,0.230340332,0.287091911,0.272813737,0.404903948,0.25959143,0.283065677,0.29373315,0.31792286,0.326910704,0.267963201,0.316775739,0.190669551,0.291785955,0.29610455,0.278525144,0.2924968,0.27686882,0.250670433,0.28371796,0.219839036,0.259802401,0.272824883,0.282957941,0.342045337,0.249784172,0.239699706,0.216115579,0.302800447,0.372680932,0.311529964,0.280490279,0.260288626,0.324895352,0.266023576,0.310421109,0.276361763,0.28193149,0.289559007,0.312219203,0.276478857,0.310730636,0.295770198,0.278445959,0.284094125,0.299280226,0.333485246,0.222689882,0.260393679,0.254762858,0.266181082,0.271398693,0.237001479,0.313810468,0.291948557,0.235610738,0.269057393,0.216737419,0.272346735,0.346475482,0.23665154,0.174109831,0.327575475,0.292381942,0.306498319,0.295974821,0.304732561,0.28169179,0.281709701,0.304663032,0.265946835,0.338747263,0.263489127,0.331574857,0.287139297,0.257385045,0.309163541,0.277748466,0.297638595,0.339249074,0.337557882,0.272694558,0.253630996,0.307851613,0.269558877,0.223758906,0.230361268,0.248245075,0.266918182,0.377461344,0.322787344,0.250436515,0.330306709,0.288477212,0.311860055,0.303486139,0.301051825,0.279283732,0.262717724,0.313629478,0.272557586,0.266991854,0.358626693,0.283397585,0.280977398,0.354180425,0.294834077,0.308776587,0.261116177,0.271319389,0.297827959,0.281176269,0.286028594,0.248411685,0.19608514,0.338366121,0.27246803,0.221438363,0.265897125,0.355111718,0.252081215,0.283312708,0.273000002,0.332567781,0.28679651,0.327255577,0.31385386,0.243893385,0.290063083,0.283767998,0.254715443,0.333305091,0.33532539,0.430793107,0.335589468,0.241187394,0.259419352,0.237437218,0.300869107,0.25049147,0.275038958,0.273808748,0.355141729,0.280904233,0.205568328,0.248410001,0.231283888,0.330972195,0.346239418,0.307869971,0.259533703,0.301432312,0.262904227,0.226587847,0.278929383,0.237478599,0.322231889,0.314661622,0.334331304,0.206217647,0.232981354,0.268938005,0.297400326,0.296594262,0.234773248,0.271402746,0.287795752,0.078175552,0.306799829,0.193029225,0.302729726,0.213417575,0.304837823,0.286883771,0.293546885,0.250307918,0.284274638,0.380579829,0.326260209,0.284552991,0.244893014,0.300273806
airports.t1.iso_region == GB-ENG,200,0.274742752,0.258976102,0.281190693,0.265716732,0.319020897,0.312464207,0.251174599,0.249448657,0.281790048,0.263255894,0.29201737,0.281876296,0.278668225,0.269114852,0.295219481,0.277655661,0.267006874,0.268620104,0.320120931,0.292282343,0.262556702,0.311843038,0.307305038,0.282277912,0.328635216,0.258375823,0.297249347,0.359478176,0.287105799,0.240618736,0.318804294,0.29099533,0.288057148,0.263853908,0.249150828,0.28777203,0.34907648,0.239730015,0.270646095,0.25090003,0.278055161,0.303333551,0.287665904,0.256032318,0.25110659,0.241766185,0.296648979,0.305269122,0.262666434,0.310333192,0.269851774,0.279993534,0.294547588,0.264843792,0.265402824,0.236335814,0.277341515,0.259116083,0.321209401,0.276776522,0.301202953,0.345870733,0.407698542,0.326178223,0.301141709,0.272458881,0.29444018,0.292260587,0.26861006,0.23370938,0.288042247,0.314153522,0.292172492,0.265599012,0.271243036,0.275493503,0.332013667,0.263268054,0.292421669,0.263516694,0.292042524,0.285317898,0.264653593,0.222464949,0.28377229,0.321248919,0.224767864,0.298782438,0.271612257,0.322549462,0.291085988,0.315741807,0.305358142,0.286281049,0.293198735,0.317977816,0.282264739,0.327095985,0.261889696,0.252603889,0.285881221,0.289050043,0.277015477,0.258194089,0.35919708,0.270307213,0.291435301,0.273935437,0.315471917,0.266961217,0.300903201,0.275933146,0.314496219,0.29446739,0.286016345,0.313414603,0.264912724,0.255218089,0.248448685,0.252809078,0.314243078,0.265202224,0.285642684,0.300132215,0.280890703,0.291536599,0.267727971,0.269209743,0.256164342,0.269565344,0.273837864,0.293973327,0.27584675,0.273370981,0.282959104,0.295375466,0.282724947,0.373640209,0.245113507,0.297583491,0.280689895,0.323504388,0.239321694,0.312903523,0.303565949,0.252055407,0.264979929,0.259377986,0.274862498,0.304900646,0.283281773,0.28663224,0.292661786,0.281464309,0.264306635,0.270595759,0.263864249,0.244917884,0.336330295,0.252161145,0.309141636,0.296629697,0.310848743,0.265472442,0.251938045,0.267421544,0.307276905,0.266249657,0.265892893,0.341027468,0.267400295,0.267578512,0.286072731,0.26418215,0.312091082,0.285698712,0.226433009,0.269706607,0.223434091,0.255113989,0.318584204,0.28012073,0.27461645,0.2733289,0.263373286,0.273827881,0.318539083,0.300872982,0.276093602,0.237520054,0.27017808,0.284462035,0.267904431,0.266039133,0.268971443,0.31878081,0.309749246,0.271529287,0.297831863,0.287177056
airports.t1.continent == OC,200,0.283398509,0.283226162,0.286650032,0.294802099,0.302341104,0.275192738,0.259032279,0.303037524,0.280120671,0.251677096,0.300972372,0.363619506,0.294578999,0.269405425,0.314110696,0.281655312,0.2738671,0.285037249,0.267344981,0.252664387,0.242362335,0.265400112,0.213902771,0.307813674,0.304561555,0.27909556,0.283089876,0.370067447,0.270521581,0.289095193,0.307786256,0.249545321,0.285408825,0.268409163,0.243908644,0.27967751,0.299658179,0.270568699,0.306882322,0.298304856,0.284441084,0.286546946,0.311165959,0.263471961,0.269074559,0.275838673,0.287447751,0.26369217,0.297371954,0.305621088,0.239942819,0.29648453,0.295474827,0.277986169,0.240846232,0.278799027,0.268846095,0.289460361,0.328570575,0.34691149,0.299110115,0.279808164,0.329391718,0.267616183,0.295282125,0.262565255,0.279472768,0.27747494,0.255725652,0.335394979,0.272218943,0.300597697,0.296975672,0.301326931,0.226897925,0.266412348,0.283560544,0.308726013,0.293158054,0.236588538,0.250894099,0.318412691,0.287541687,0.28224209,0.31823507,0.277906269,0.265938014,0.218326136,0.293559879,0.334694475,0.336542517,0.347765386,0.375037789,0.262370616,0.286064059,0.282197505,0.312026381,0.299741,0.268209577,0.279571503,0.277641654,0.28502056,0.30769366,0.261998117,0.300477594,0.252175778,0.296071678,0.320413172,0.309318095,0.25921014,0.296880633,0.26662451,0.262693018,0.257871747,0.333103538,0.309349805,0.266885966,0.298500925,0.219707862,0.260411888,0.353282571,0.300461471,0.303799927,0.377863526,0.274035007,0.270718217,0.264902174,0.269686967,0.28870818,0.268372327,0.278314888,0.328265518,0.312792003,0.291357756,0.32402581,0.28049168,0.256814629,0.312927872,0.251642287,0.236414105,0.313356489,0.340184242,0.236743182,0.273302525,0.253452003,0.253296018,0.280292839,0.262490094,0.265420586,0.249525666,0.304601967,0.32880944,0.3001405,0.311994702,0.297076732,0.27283293,0.277063608,0.27932024,0.342394143,0.289839268,0.25478068,0.315704137,0.293173343,0.295969814,0.263264894,0.406712353,0.268484652,0.264717698,0.252772689,0.3299447,0.258182049,0.256992102,0.285285503,0.305627763,0.354806095,0.302157879,0.327307343,0.287622899,0.271974355,0.263694346,0.290779293,0.253983349,0.28071174,0.276560932,0.394653112,0.309582412,0.333143562,0.32041949,0.245152578,0.235553637,0.305276573,0.305296272,0.293658525,0.352314681,0.282132953,0.296718806,0.309872508,0.277703345,0.293649197,0.250091106
